ITEM,Model ID,Marketing Model Name,Marketing Description,Description,MODEL YEAR STATUS,Rider Solution,Short Intro Copy,Feature-Benefit #1,Feature-Benefit #2,Feature-Benefit #3,Feature-Benefit #4,Feature-Benefit #5,Feature-Benefit #6,E-BIKE Recommended,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Photo1,Photo2,Photo3,Photo4
FW2TPA-103,FW2-TRS-P03,TRS Plus 12s 9-46 Cassette,"TRS Plus 12s Cassette - 9-46T, Black",TRS Plus | Cassette | 12 Speed | 9-46T | Black,CONTINUED,"The TRS Plus is a workhorse 12-speed cassette; built extra durable for e-bike applications, with smaller jumps between gears.","TRS Plus 12s 9-46T Casssettes are built tough and e*spec rated for hardcore MTB and e-bike applications. Featuring e*thirteen's unique 2-piece design, they're also lighter and easier to service than the competition, at a fraction of the price. The proprietary 9T smallest cog allows the use of smaller chainrings for improved clearance, while still delivering an impressive 511% range, with minimal ratio between gears for added durability and precision shifting under load.",e*spec rated for use on high power e-bikes,"9T high gear allows use of smaller chainrings for clearance and weight savings, and delivers wide 511% gear range",2-piece forged/machined design provides easy and affordable assembly/service and ability to replace individual clusters separately,511% range with smaller jumps between gears,XD Driver required,,T,XD Driver,9-46T,12 spd,10 Steel / 2 Alloy Cogs,Shimano/Sram/Trp 12sp,"9,10,12,14,16,18,21,24,28,33,39,46",511%,7075 AL / Steel,342g,,Black,5 Years,https://drive.google.com/open?id=1Jex-AC5WzgmrFw-7u-OkQPXW0XpufJ9b&usp=drive_copy,https://drive.google.com/open?id=1AyeMlVc7ERkiYYyAQKAiOx0YzkM2dyOJ&usp=drive_copy,,https://drive.google.com/open?id=19zH2uKyt-Jxr1QN7WLkNjnd02QpFI_K_&usp=drive_copy
FW2URA-112,FW2-HLX-R05,Helix Race 12s 9-50 Cassette,"Helix Race 12s Cassette - 9-50T, Grey",Helix Race | Cassette | 12 Speed | 9-50T | Grey,CONTINUED,"Extend your gear range, save weight and improve clearance, while future-proofing your bike with the Helix Race Cassette.","CNC sculpted and engineered cross-experience compatibility with SRAM Eagle™ and Shimano™ 12-speed drivetrains. At 384 grams and 556% range, the 9-50T configuration is the hot setup for your 12 Speed MTB or Gravel bike and allows for a 2-tooth smaller front chainring, shorter chain length, more ground clearance, and higher top-speed with our 9 tooth cog.","Compatible with SRAM™, TRP™ and Shimano™ 12 speed drivetrains",2-piece design allows for replaceable aluminum cogs,Just 384g yet E*spec uprated for E-bike use,Reduces un-sprung rear wheel weight for improved suspension function and handling,e*thirteen’s wider range and 9 tooth cog allows riders to run a 2 tooth smaller chainring for more clearance and reduced weights,XD/XDR Driver required,T,XD Driver,9-50T,12 spd,10 Steel / 2 Alloy Cogs,Shimano/Sram/Trp 11sp,"9,11,13,15,17,20,23,27,31,36,42,50",556%,7075 AL / Steel,389g,,Nickel Grey,5 Years,https://drive.google.com/open?id=1qLaCO6H5AQx5P1y8iBcCQv7Lqm5ENMSC&usp=drive_copy,https://drive.google.com/open?id=17pbEQ0uNZe8u8xly5Y96AOdCChV1X59-&usp=drive_copy,https://drive.google.com/open?id=1moNi3yelLHtnxTs1U7jwfJ2wZljDqaGj&usp=drive_copy,https://drive.google.com/open?id=1CYkQrvX3MfEbP8eSSeIHU5xoNDaIJmU8&usp=drive_copy
FW2URA-113,FW2-HLX-R02,Helix Race 11s 9-46 Cassette,"Helix Race 11s Cassette - 9-46T, Grey",Helix Race | Cassette | 11 Speed | 9-46T | Grey,CONTINUED,"Provides Helix level shifting precision, ultralight weight, and cross-compatibility for 11-speed riders.","The Helix Race 11s 9-46T Cassette was engineered as an upgrade to any 11spd SRAM™ or Shimano™ drivetrain. It provides an increased range of 511%, and lighter weight at just 370g, while allowing the use of smaller chainrings for better clearance and further weight savings.","Compatible with SRAM™, TRP and Shimano™ 11 speed drivetrains",2-piece design allows for replaceable aluminum cogs,Reduces un-sprung rear wheel weight for improved suspension function and handling,e*thirteen’s wider range and 9 tooth cog allows riders to run a 2 tooth smaller chainring for more clearance and reduced weights,Extend the life of 11-speed components by adding gear range that approaches 12s capabilities,XD/XDR Driver required,T,XD Driver,9-46T,11 spd,10 Steel / 1 Alloy Cogs,Shimano/Sram/Trp 11sp,"9,11,13,15,17,20,24,28,33,39,46",511%,7075 AL / Steel,365g,,Nickel Grey,5 Years,https://drive.google.com/open?id=1PO1ynJHw-j0qkklfGvlj9kJdbsm2bwOz&usp=drive_copy,https://drive.google.com/open?id=1n7wxoI2ydJHGjl-Pfcy9anSt0aLfPiCr&usp=drive_copy,https://drive.google.com/open?id=1ct3niyv4BEFz5IpGIQqW55cUFoGK7K40&usp=drive_copy,https://drive.google.com/open?id=1QkUcafW-0rmOwi8MsySZeNhIlGa5Gru1&usp=drive_copy
FWS20-134,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Black",Helix Race Cassette | 12 Speed | Aluminum Cogs | 43-52 | Black,NEW,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,,,,,,,,,,,,,,,,
FWS20-128,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Bronze",Helix Race | Cassette | 12 Speed | Aluminum Cogs | 43-52 | Bronze,CONTINUED,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,XD Driver,43-52T,12 spd,2 Cog Alloy Cluster,Shimano/Sram/Trp 12sp,"43,52",,7075 AL / Steel,198g,,Bronze,5 Years,https://drive.google.com/open?id=1PW7eId-yLQvgRV0qXDC3iFwR9qEjTvAl&usp=drive_copy,https://drive.google.com/open?id=1DSHDnUitFvG6D_RGGbCGq4jB5mSydCCQ&usp=drive_copy,,https://drive.google.com/open?id=1is9g2c0T3SWwaYSECsW1MO1T5AAYVhoW&usp=drive_copy
FWS20-129,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Eggplant",Helix Race | Cassette | 12 Speed | Aluminum Cogs | 43-52 | Eggplant,CONTINUED,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,XD Driver,43-52T,12 spd,2 Cog Alloy Cluster,Shimano/Sram/Trp 12sp,"43,52",,7075 AL / Steel,198g,,Eggplant,5 Years,https://drive.google.com/open?id=16X4P7WQeSoe5VZjr2D_nm6tIgErP0CiA&usp=drive_copy,https://drive.google.com/open?id=1_WWyUTOLwJknP44IhMmW3If7RPeezPN0&usp=drive_copy,,https://drive.google.com/open?id=1is9g2c0T3SWwaYSECsW1MO1T5AAYVhoW&usp=drive_copy
FWS20-130,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Grey",Helix Race | Cassette | 12 Speed | Aluminum Cogs | 43-52 | Grey,CONTINUED,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,XD Driver,43-52T,12 spd,2 Cog Alloy Cluster,Shimano/Sram/Trp 12sp,"43,52",,7075 AL / Steel,198g,,Grey,5 Years,https://drive.google.com/open?id=1_NIc_H4zplFXrdaRR6bqR5R1RbpNg1kB&usp=drive_copy,https://drive.google.com/open?id=1OIFnkAYZmtkuUiNrvq2VYy5nQCT12Ymo&usp=drive_copy,,https://drive.google.com/open?id=1is9g2c0T3SWwaYSECsW1MO1T5AAYVhoW&usp=drive_copy
FWS20-131,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Intergalactic",Helix Race | Cassette | 12 Speed | Aluminum Cogs | 43-52 | Intergalactic,CONTINUED,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,XD Driver,43-52T,12 spd,2 Cog Alloy Cluster,Shimano/Sram/Trp 12sp,"43,52",,7075 AL / Steel,212g,,Intergalactic,5 Years,https://drive.google.com/open?id=14LZyaSiq46gI-TYFg6jPlOL1-lpMsMWF&usp=drive_copy,https://drive.google.com/open?id=1dtYByTTk6az8zvGeb-zVI8JqwsORYqYj&usp=drive_copy,,https://drive.google.com/open?id=1is9g2c0T3SWwaYSECsW1MO1T5AAYVhoW&usp=drive_copy
FWS20-132,FW2-HLX-A08,Helix Race 12s 9-52 Cassette,"Helix Race 12s Cassette - 43-52T, Aluminum Cogs Naranja",Helix Race | Cassette | 12 Speed | Aluminum Cogs | 43-52 | Naranja,CONTINUED,A drop-in upgrade in range for e*thirteen 9-50T Cassettes,"Replacement alloy cluster for Helix R 9-52T cassettes or range upgrade for any e*thirteen 9-50T Cassette with an industry-leading 578%, and the full range of vibrant Helix colors.",43-52T Alloy Cog Cluster,Compatible with Helix R 9-52T cassettes and any e*thirteen 9-50T cassettes.,Upgrades range on 9-50T cassettes from 556% to 578%,7075 AL strength and stiffness,,,T,XD Driver,43-52T,12 spd,2 Cog Alloy Cluster,Shimano/Sram/Trp 12sp,"43,52",,7075 AL / Steel,198g,,Naranja,5 Years,https://drive.google.com/open?id=1i4kMWMnLeyDdtXBcdc_9Cglv_ON1Y7Rp&usp=drive_copy,https://drive.google.com/open?id=1felSEA18j3BCt_fG2ISJ2jd81-UXP_gJ&usp=drive_copy,,https://drive.google.com/open?id=1is9g2c0T3SWwaYSECsW1MO1T5AAYVhoW&usp=drive_copy
HA1UPA-100,HA1-CTX-P01,Plus Alloy 35 Handlebar,"Plus Alloy 35 Handlebar - 20R, Black",Plus Alloy 35 | Handlebar | 800mm Wide | 20mm Rise | 9x5 Sweep | Black,CONTINUED,World Cup DH proven alloy handlebar strength and performance at a suitable weight for Trail and Enduro applications.,"Plus 35 Handlebars feature an AL7050-T7 construction and 35mm diameter, utilizing custom-engineered butting and bend profiles to merge performance-enhancing stiffness, with an ergonomic geometry and compliant feel through the bumps and big hits. With a sub-300g weight, the Plus Handlebar is tested and validated on the World Cup stage, yet right at home on any bike from DH Race to Trail.","9° backsweep/5° upsweep geometry is easier on wrists, and comfortable at all angles","Available in 20 and 35mm rises, with an 800mm width (adjustable to 760mm)",Tiple Butted AL7050 construction,Custom butted for performance stiffness and comfort enhancing compliance,,,T,800mm,760mm,20mm,9°,5°,35mm,No,7050 (triple butted),295g,,Black,5 Years,https://drive.google.com/open?id=1meWrOTPvLVgqDZOn7wfUjbzkm3vDXZ1R&usp=drive_copy,https://drive.google.com/open?id=1ZhJnW0VxVjWfwGWtHtdlhL5eB-ZUy5V0&usp=drive_copy,https://drive.google.com/open?id=1-VMDH7Ung8DMhwGy4ZnwFSSNDUaIbT2x&usp=drive_copy,https://drive.google.com/open?id=136TLdllWKH_ahPSUDzs_0T3DfLrt35vm&usp=drive_copy
HA1UPA-101,HA1-CTX-P01,Plus Alloy 35 Handlebar,"Plus Alloy 35 Handlebar - 35R, Black",Plus Alloy 35 | Handlebar | 800mm Wide | 35mm Rise | 9x5 Sweep | Black,CONTINUED,World Cup DH proven alloy handlebar strength and performance at a suitable weight for Trail and Enduro applications.,"Plus 35 Handlebars feature an AL7050-T7 construction and 35mm diameter, utilizing custom-engineered butting and bend profiles to merge performance-enhancing stiffness, with an ergonomic geometry and compliant feel through the bumps and big hits. With a sub-300g weight, the Plus Handlebar is tested and validated on the World Cup stage, yet right at home on any bike from DH Race to Trail.","9° backsweep/5° upsweep geometry is easier on wrists, and comfortable at all angles","Available in 20 and 35mm rises, with an 800mm width (adjustable to 760mm)",Tiple Butted AL7050 construction,Custom butted for performance stiffness and comfort enhancing compliance,,,T,800mm,760mm,35mm,9°,5°,35mm,No,7050 (triple butted),295g,,Black,5 Years,https://drive.google.com/open?id=1sPr-5X0at1Ty_7yZ6aGqvJVWHMtSLkX3&usp=drive_copy,https://drive.google.com/open?id=1ktWR9FUQR-0d7LzGNjv-KmIjwd13SPyt&usp=drive_copy,https://drive.google.com/open?id=1-VMDH7Ung8DMhwGy4ZnwFSSNDUaIbT2x&usp=drive_copy,https://drive.google.com/open?id=136TLdllWKH_ahPSUDzs_0T3DfLrt35vm&usp=drive_copy
HA1UPA-102,HA1-CTX-P02,Covert Core Alloy 35 I.C.R. Handlebar,"Covert Core Alloy 35 I.C.R. Handlebar - 20R, Black",Covert Core Alloy 35 I.C.R. | Handlebar | 780mm Wide | 20mm Rise | 9x5 Sweep | Black,CONTINUED,Provides cleaner cockpit aesthetics and protection for e-bike control cables in a weight-conscious alloy construction.,"Covert Core Alloy 35 I.C.R. Handlebars were engineered with ports at the grip and stem clamping areas, allowing internal routing of e-MTB control cables, for improved integration of e-systems, cleaner cable management, and protection from crash-related damage. A triple-butted AL7050 construction means confidence inspiring strength and stiffness, while e*thirteen's custom geometry and 20mm rise lends supportive comfort at a wide range of angles.",Internal Cable Routing system provides integrated cable management and protection from crashes,Custom triple–butted AL7050 construction means gravity e-MTB strength at a respectable weight of 291g,"35mm dia., 20mm Rise, 780mm width (adjustable to 740mm)",9° backsweep/5° upsweep geometry offers natural supportive comfort with wide range of setup angles,Recommended for use with ICR Stems and Headsets,,T,780mm,740mm,20mm,9°,5°,35mm,Internal control routing,7050 (triple butted),292g,,Black,5 Years,https://drive.google.com/open?id=1zUYygraBuR2wMMwKEg-mGwArUiJAkIj_&usp=drive_copy,https://drive.google.com/open?id=1ztoVPoXkP6LaxdscPu7OaVQtoxGvb35L&usp=drive_copy,https://drive.google.com/open?id=1Wlhx6tipe9ozvfFShChw7JD1DitH5wET&usp=drive_copy,https://drive.google.com/open?id=1NyVW1UTkNFlwjYvXuImaX5zkQJ4eJp7U&usp=drive_copy
HA1URA-100,HA1-CTX-R01,Race Carbon 35 Handlebar,"Race Carbon 35 Handlebar - 20R, Black",Race Carbon 35 | Handlebar | 800mm Wide | 20mm Rise | 9x5 Sweep | Black,CONTINUED,"A cockpit upgrade solution that shaves weight, and adds comfort, confidence and style.","Tested extensively to exceed every international standard, and validated on the World Cup stage, Race Carbon 35 Handlebars are light enough for your trail rocket, yet strong enough to conquer bike parks and DH tracks. They feature an engineered carbon layup and 35mm barclamp, which optimize strength-to-weight ratio and performance-enhancing stiffness while ensuring chatter-damping compliance to take the edge off the trail. Our rider-engineered geometry offers a natural and supportive feel, and comfort at a wide range of angles.","9° backsweep/5° upsweep geometry is easier on wrists, and comfortable at all angles","Available in 20 and 35mm rises, with an 800mm width (adjustable to 760mm)",Custom carbon layup and 35mm diameter clamp zone for stiffness and comfort enhancing compliance,Low 234g weight yet tested extensively for DH race,,,T,800mm,760mm,20mm,9°,5°,35mm,No,Carbon,234g,,Black,5 Years,https://drive.google.com/open?id=1PO00vBvfqU1FT61g4RK7gTGvXx9y5obI&usp=drive_copy,https://drive.google.com/open?id=1-XpHAr-YoDPyRmd3Ycij5W0BkJ7kPe3r&usp=drive_copy,https://drive.google.com/open?id=1yBNBZCM9ZSfwvFKEj_zMZhfSkGsAyYYA&usp=drive_copy,https://drive.google.com/open?id=1Zz9BbAjh9hu5lp5dBII79mh432lNKosD&usp=drive_copy
HA1URA-101,HA1-CTX-R01,Race Carbon 35 Handlebar,"Race Carbon 35 Handlebar - 35R, Black",Race Carbon 35 | Handlebar | 800mm Wide | 35mm Rise | 9x5 Sweep | Black,CONTINUED,"A cockpit upgrade solution that shaves weight, and adds comfort, confidence and style.","Tested extensively to exceed every international standard, and validated on the World Cup stage, Race Carbon 35 Handlebars are light enough for your trail rocket, yet strong enough to conquer bike parks and DH tracks. They feature an engineered carbon layup and 35mm barclamp, which optimize strength-to-weight ratio and performance-enhancing stiffness while ensuring chatter-damping compliance to take the edge off the trail. Our rider-engineered geometry offers a natural and supportive feel, and comfort at a wide range of angles.","9° backsweep/5° upsweep geometry is easier on wrists, and comfortable at all angles","Available in 20 and 35mm rises, with an 800mm width (adjustable to 760mm)",Custom carbon layup and 35mm diameter clamp zone for stiffness and comfort enhancing compliance,Low 234g weight yet tested extensively for DH race,,,T,800mm,760mm,35mm,9°,5°,35mm,No,Carbon,234g,,Black,5 Years,https://drive.google.com/open?id=1RPhwBnkoRDJWkmtjbnDCcc3wgtpDtmgi&usp=drive_copy,https://drive.google.com/open?id=1Ae_lVLuhN-KXZFtGwmKhboedS8_fL4bD&usp=drive_copy,https://drive.google.com/open?id=1yBNBZCM9ZSfwvFKEj_zMZhfSkGsAyYYA&usp=drive_copy,https://drive.google.com/open?id=1Zz9BbAjh9hu5lp5dBII79mh432lNKosD&usp=drive_copy
HA1URA-102,HA1-CTX-R01,Race Carbon 35 Handlebar,"Race Carbon 35 Handlebar - 20R, Intergalactic",Race Carbon 35 | Handlebar | 800mm Wide | 20mm Rise | 9x5 Sweep | Intergalactic,CONTINUED,"A cockpit upgrade solution that shaves weight, and adds comfort, confidence and style.","Tested extensively to exceed every international standard, and validated on the World Cup stage, Race Carbon 35 Handlebars are light enough for your trail rocket, yet strong enough to conquer bike parks and DH tracks. They feature an engineered carbon layup and 35mm barclamp, which optimize strength-to-weight ratio and performance-enhancing stiffness while ensuring chatter-damping compliance to take the edge off the trail. Our rider-engineered geometry offers a natural and supportive feel, and comfort at a wide range of angles.","9° backsweep/5° upsweep geometry is easier on wrists, and comfortable at all angles","Available in 20 and 35mm rises, with an 800mm width (adjustable to 760mm)",Custom carbon layup and 35mm diameter clamp zone for stiffness and comfort enhancing compliance,Low 234g weight yet tested extensively for DH race,,,T,800mm,760mm,20mm,9°,5°,35mm,No,Carbon,234g,,Intergalactic,5 Years,https://drive.google.com/open?id=1MuoGZF1u5uujnqmUaGUnUStboCQooM6u&usp=drive_copy,https://drive.google.com/open?id=1C0rw3rASmo4TRVH_ozbzaBKeLSqYiD_I&usp=drive_copy,https://drive.google.com/open?id=1TvFi5YQkHVNHOBKeBb5aYRPgKoQFgoE3&usp=drive_copy,https://drive.google.com/open?id=1e10iBJguEs3FSoO87kETeDw4l_qCQuXv&usp=drive_copy
